wbType,wbLevel,wbParentType,wbPath,wbHandleError,wbStatus,wbFinalExec,wbExceptionType,wbStart,wbParentStart,wbDurationSec,wbDurationHrs,message,level,wbKey,configError,optionalInfo
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Failed,False,Exception,03/13/2018 15:20:55,03/13/2018 15:19:12,0.6230076,0.000173334694444444,".Work Block Process QueueItem, simulate Ex failed with exception Simulated AppEx, some message at Source System.Activities",Warn,dc9e8c2d032bb41204a29612539dc13d,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:20:56,03/13/2018 15:19:12,0.6480048,0.000180001333333333,"Work Block Process QueueItem, simulate Ex successful",Info,8624cc5580849cb3d491d556f239e726,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:20:57,03/13/2018 15:19:12,0.5650039,0.000156945527777778,"Work Block Process QueueItem, simulate Ex successful",Info,2b67659c24783e85ac5c92ec71b7c448,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:20:58,03/13/2018 15:19:12,0.5730027,0.000159445305555556,"Work Block Process QueueItem, simulate Ex successful",Info,50feac36dc5222321758f87b6ad73e7c,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:20:59,03/13/2018 15:19:12,0.5516185,0.000153506138888889,"Work Block Process QueueItem, simulate Ex successful",Info,c90b573f14e9230d1073ac87a17b3d06,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Failed,False,Exception,03/13/2018 15:21:00,03/13/2018 15:19:12,0.5559627,0.000154712666666667,".Work Block Process QueueItem, simulate Ex failed with exception Simulated AppEx, some message at Source System.Activities",Warn,fd37b5a4691b7b8ed3703353216a94fd,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:21:01,03/13/2018 15:19:12,0.5902331,0.000164231416666667,"Work Block Process QueueItem, simulate Ex successful",Info,e732ae547bf500f18e20c435fbbc2c84,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:21:02,03/13/2018 15:19:12,0.6493321,0.0001806475,"Work Block Process QueueItem, simulate Ex successful",Info,a6927c26c71fc02c6c43a26c777778bd,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:21:03,03/13/2018 15:19:12,0.5242824,0.000145634,"Work Block Process QueueItem, simulate Ex successful",Info,48c4fec8248893a476f02692f1114869,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:21:04,03/13/2018 15:19:12,0.5600281,0.000155563361111111,"Work Block Process QueueItem, simulate Ex successful",Info,b6e0385432882d221b4dd78e1ad18c58,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:21:05,03/13/2018 15:19:12,0.486617,0.000135171388888889,"Work Block Process QueueItem, simulate Ex successful",Info,83c88afbc09bf67d79c2688fbf6184dc,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:21:06,03/13/2018 15:19:12,0.4839971,0.000134722027777778,"Work Block Process QueueItem, simulate Ex successful",Info,98a9940ffaaee6eaf5badbe239e7b611,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:21:07,03/13/2018 15:19:12,0.5022137,0.000139503805555556,"Work Block Process QueueItem, simulate Ex successful",Info,0c8d96b03665bc85a2dee00fc733aee1,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:21:08,03/13/2018 15:19:12,0.5165389,0.000143761,"Work Block Process QueueItem, simulate Ex successful",Info,f4d3e20be83ed70ab572f1326bc19169,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:21:08,03/13/2018 15:19:12,0.5210097,0.000144724916666667,"Work Block Process QueueItem, simulate Ex successful",Info,f4d3e20be83ed70ab572f1326bc19169,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:21:09,03/13/2018 15:19:12,0.5310653,0.000147796138888889,"Work Block Process QueueItem, simulate Ex successful",Info,80743b6e77d288b2c2bdacfa14ec934c,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:21:10,03/13/2018 15:19:12,0.5322399,0.000147844416666667,"Work Block Process QueueItem, simulate Ex successful",Info,2e357f5d4c3ad27f545886701514d3ab,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:21:11,03/13/2018 15:19:12,0.5248843,0.000146079277777778,"Work Block Process QueueItem, simulate Ex successful",Info,8416ae4944effc68ead03657141f3e12,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:21:12,03/13/2018 15:19:12,0.5087693,0.000142436055555556,"Work Block Process QueueItem, simulate Ex successful",Info,3a64c3fab3cbfaa0b1a45b906470c200,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Failed,False,Exception,03/13/2018 15:21:17,03/13/2018 15:19:12,0.6123486,0.000170375305555556,".Work Block Process QueueItem, simulate Ex failed with exception Simulated AppEx, some message at Source System.Activities",Warn,7fbd1c0b6a6e1c1810deb69f270a2bfe,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:21:18,03/13/2018 15:19:12,0.5278209,0.000146895,"Work Block Process QueueItem, simulate Ex successful",Info,0cbf25b7c341f071d4f97e9ffec532a7,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:21:19,03/13/2018 15:19:12,0.5287755,0.000147159944444444,"Work Block Process QueueItem, simulate Ex successful",Info,e86ea33b30d2b568c95242f6791e14a7,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:21:20,03/13/2018 15:19:12,0.5289589,0.000146933027777778,"Work Block Process QueueItem, simulate Ex successful",Info,ceea47fdbad8e4b97fe48c184e852a4c,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:21:22,03/13/2018 15:19:12,0.6290903,0.000174747305555556,"Work Block Process QueueItem, simulate Ex successful",Info,e79cc86a186f5cfcf9b6a4225851ea05,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:21:23,03/13/2018 15:19:12,0.5202922,0.000145635972222222,"Work Block Process QueueItem, simulate Ex successful",Info,02e784a7fdadc0200992519a44dfac88,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:21:24,03/13/2018 15:19:12,0.5405861,0.000150162805555556,"Work Block Process QueueItem, simulate Ex successful",Info,81d19aafa219037b025eb5c9fe0b475a,False,No info
"Process QueueItem, simulate Ex",1,MainTask,"MainTask|Process QueueItem, simulate Ex",Failed,Successful,True,,03/13/2018 15:21:25,03/13/2018 15:19:12,0.5111787,0.000141994083333333,"Work Block Process QueueItem, simulate Ex successful",Info,f1d9785de616c9a1a6c376b7dd777a8c,False,No info
MainTask,0,,MainTask,Failed,Finished with Exceptions,True,,03/13/2018 15:19:12,03/13/2018 15:19:12,134.3561621,0.0373211561388889,Work Block MainTask successful,Info,23d388e3ec72439eee8d1ef1db9ff1c5,False,No info
